,uf_0,uf_1,uf_2,uf_3,uf_4,if_0,uf_5,uf_6,uf_7,uf_8,uf_9,uf_10,uf_11,uf_12,uf_13,uf_14,uf_15,uf_16,label
2091,-1,-1,3,-1,3,5,-1,3,2,1,780,0.14285714285714285,0,0,0.09433962300000001,0.089285714,1.25,9,0
2092,0,-1,4,8,3,7,3,2,3,1,878,0.0,0,13,0.08403361300000001,0.083333333,1.0,16,0
2093,-1,-1,-1,-1,-1,8,-1,3,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2094,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2095,3,-1,0,10,-1,11,-1,1,6,2,750,0.0,0,0,0.081967213,0.07518797,1.5517241379310345,89,0
2096,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2097,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2098,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2099,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2100,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2101,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2102,-1,-1,-1,8,-1,11,4,2,2,2,590,0.1487603305785124,0,18,0.076923077,0.060606060606060615,1.1666666666666667,11,0
2103,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2104,0,-1,0,8,-1,1,-1,2,6,2,240,0.1411764705882353,7570,0,0.07092198599999999,0.074074074,2.4545454545454546,71,0
2105,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2106,-1,-1,4,4,3,8,3,3,3,1,200,-1.0,0,2,0.086956522,0.086956522,1.6428571428571428,37,0
2107,-1,-1,-1,-1,-1,12,-1,2,3,2,189,0.0,0,1,0.081300813,0.06993007,1.4,14,0
2108,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2109,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2110,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2111,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2112,4,-1,3,4,3,2,0,2,0,2,1000,-1.0,0,3,0.096153846,0.093457944,1.0,5,0
2113,-1,-1,-1,-1,-1,8,-1,3,0,1,1000,0.14285714285714285,0,0,0.098039216,0.096153846,1.0,2,0
2114,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2115,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2116,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2117,-1,-1,-1,5,3,6,4,1,0,1,1180,-1.0,0,2,0.1,0.1,1.0,6,0
2118,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2119,-1,-1,-1,-1,-1,11,0,2,0,1,-1,-1.0,0,1,0.1,0.1,-1.0,1,0
2120,4,-1,-1,12,-1,12,3,2,0,0,-1,0.0,0,32,0.029325513196480937,0.082644628,-1.0,-1,0
2121,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2122,-1,-1,-1,-1,-1,2,0,2,0,0,-1,-1.0,0,-1,0.1,0.1,-1.0,-1,0
2123,-1,-1,0,-1,-1,7,-1,2,6,1,1565,0.17576419213973798,0,22,0.026954177897574125,0.1,1.5652173913043481,96,0
2124,3,-1,4,12,3,3,3,2,1,1,3990,-1.0,0,3,0.097087379,0.1,1.0,2,0
2125,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2126,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2127,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2128,-1,-1,0,10,3,6,3,3,6,3,10,0.125,2180,1,0.091743119,0.093457944,2.3,57,0
2129,0,-1,0,-1,-1,5,0,3,2,1,1850,0.16,0,0,0.09433962300000001,0.08620689699999999,1.1,27,0
2130,3,2,-1,-1,-1,7,-1,1,0,1,-1,-1.0,0,0,0.1,0.1,-1.0,4,0
2131,-1,-1,4,-1,-1,1,3,1,0,2,3734,0.16666666666666666,0,0,0.085470085,0.07751938,1.0,8,0
2132,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2133,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2134,0,-1,-1,-1,-1,9,0,3,0,1,1337,0.15476190476190474,0,1,0.08064516099999999,0.074074074,1.0,2,0
2135,3,-1,3,8,-1,6,4,2,4,1,1660,0.1282051282051282,0,1,0.076923077,0.092592593,1.6666666666666667,70,0
2136,-1,-1,0,-1,-1,12,-1,1,0,1,1953,0.16129032258064516,0,4,0.090909091,0.087719298,2.0,8,0
2137,-1,-1,-1,-1,-1,10,-1,2,0,1,7900,-1.0,0,0,0.099009901,0.099009901,1.0,2,0
2138,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2139,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2140,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2141,-1,-1,0,4,-1,7,-1,5,0,1,3400,0.14285714285714285,0,1,0.08620689699999999,0.098039216,2.0,2,0
2142,-1,-1,-1,3,-1,7,-1,2,2,2,1700,0.15789473684210525,0,6,0.086956522,0.08403361300000001,1.0666666666666669,6,0
2143,3,-1,3,-1,-1,2,-1,1,0,1,1647,0.15,0,4,0.092592593,0.085470085,1.0,0,0
2144,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2145,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2146,3,-1,0,12,3,12,4,1,1,2,1300,-1.0,0,1,0.060606060606060615,0.099009901,1.2857142857142858,13,0
2147,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2148,-1,-1,-1,-1,-1,11,-1,2,0,3,100,0.16666666666666666,0,0,0.098039216,0.09433962300000001,1.125,14,0
2149,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2150,-1,-1,-1,-1,-1,6,-1,1,0,1,-1,0.13333333333333333,0,-1,0.096153846,0.082644628,-1.0,0,0
2151,0,-1,-1,9,-1,8,-1,2,1,1,665,-1.0,0,0,0.1,0.1,1.0,1,0
2152,-1,-1,-1,-1,-1,9,3,2,1,1,782,-1.0,0,4,0.1,0.1,1.0,1,0
2153,-1,-1,0,10,-1,6,3,0,3,2,1750,0.0,0,0,0.090909091,0.096153846,1.0,27,0
2154,-1,-1,-1,-1,3,12,-1,1,1,3,1,0.0,0,0,0.1,0.1,1.75,0,0
2155,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2156,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2157,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2158,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2159,-1,-1,-1,-1,-1,7,-1,2,1,2,1,0.0,0,0,0.096153846,0.09433962300000001,1.2857142857142858,12,0
2160,4,-1,4,9,3,7,4,1,4,2,680,0.0,6500,2,0.041322314,0.026595744680851064,1.3076923076923077,5,0
2161,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2162,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2163,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2164,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2165,-1,-1,-1,-1,-1,6,-1,1,2,2,299,-1.0,0,0,0.097087379,0.095238095,1.3333333333333333,6,0
2166,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2167,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2168,-1,-1,4,-1,3,8,4,3,8,2,1358,0.1282051282051282,0,124,0.056994818652849735,0.029325513196480937,1.3529411764705883,30,0
2169,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2170,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2171,-1,-1,-1,-1,-1,2,-1,2,4,2,299,-1.0,0,2,0.1,0.1,1.1666666666666667,27,0
2172,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2173,3,-1,0,-1,-1,3,0,1,3,2,199,0.0,0,3,0.072992701,0.058823529000000006,1.2727272727272727,20,0
2174,-1,-1,-1,-1,-1,7,-1,3,0,1,992,0.0,0,0,0.097087379,0.096153846,2.0,11,0
2175,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2176,0,-1,0,2,-1,8,4,2,0,2,2000,0.16901408450704225,0,2,0.043668122000000004,0.065359477,1.4285714285714286,1,0
2177,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2178,-1,-1,-1,-1,-1,2,-1,1,2,1,610,0.0,0,1,0.08620689699999999,0.083333333,1.7142857142857142,0,0
2179,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2180,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2181,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2182,0,-1,0,5,-1,11,0,2,0,2,2480,0.0,0,1,0.075757576,0.084745763,1.0,10,0
2183,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2184,-1,-1,-1,-1,-1,3,-1,2,1,1,2709,0.1724137931034483,0,-1,0.092592593,0.090909091,1.0,0,0
2185,-1,-1,-1,-1,-1,5,-1,1,1,1,1560,0.0,0,1,0.102803738,0.092592593,1.0,0,0
2186,-1,-1,-1,7,-1,6,-1,0,1,1,2568,0.0,0,0,0.099009901,0.099009901,1.0,1,0
2187,0,-1,4,-1,-1,2,0,2,1,1,399,0.0,0,1,0.088495575,0.07751938,1.5,24,0
2188,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2189,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2190,0,-1,4,1,1,3,4,2,8,2,800,0.1686746987951807,0,2,0.076335878,0.073529412,1.55,55,0
2191,4,-1,-1,10,-1,6,3,2,6,1,2099,0.16883116883116886,0,0,0.084745763,0.095238095,1.2142857142857142,25,0
2192,0,-1,0,12,-1,6,0,2,4,1,590,0.13157894736842105,0,2,0.078740157,0.05988024,1.0454545454545454,23,0
2193,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2194,-1,-1,-1,-1,-1,9,4,1,0,1,1090,0.12244897959183673,0,1,0.089285714,0.09009009,1.0,6,0
2195,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2196,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2197,0,-1,-1,6,-1,10,4,0,3,3,100,0.0,0,0,0.083333333,0.091743119,1.3333333333333333,33,0
2198,-1,-1,-1,1,-1,3,-1,3,2,2,150,-1.0,18800,1,0.097087379,0.1,1.5,2,0
2199,3,-1,-1,6,-1,4,0,4,2,1,935,0.14285714285714285,0,0,0.07751938,0.074074074,1.1666666666666667,11,0
2200,-1,-1,-1,7,-1,10,0,1,2,1,1300,0.0,0,1,0.049019608,0.1,1.0,14,0
2201,-1,-1,-1,-1,-1,3,3,2,0,1,-1,0.0,0,1,0.020283976000000002,0.018281536,-1.0,1,0
2202,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2203,0,-1,0,2,-1,5,-1,2,4,1,1500,0.0,0,5,0.08403361300000001,0.083333333,1.1176470588235294,21,0
2204,-1,-1,-1,8,-1,3,-1,3,7,2,414,0.0,0,13,0.029017857142857144,0.088495575,1.7368421052631582,4,0
2205,0,-1,4,6,-1,12,4,2,0,1,2180,0.1291866028708134,0,14,0.056497175,0.03649635,1.0,0,0
2206,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2207,-1,-1,-1,-1,2,4,4,1,2,1,820,0.0,0,1,0.071428571,0.06097561,1.4545454545454546,10,0
2208,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2209,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2210,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2211,0,-1,-1,5,-1,7,3,2,0,1,2780,0.0,0,7,0.09433962300000001,0.098039216,1.0,0,0
2212,-1,-1,-1,6,-1,3,-1,2,0,2,1348,-1.0,0,1,0.09909909900000001,0.08403361300000001,2.0,3,0
2213,4,-1,0,9,-1,12,0,1,1,1,450,0.13636363636363635,0,1,0.089285714,0.095238095,1.1428571428571428,15,0
2214,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2215,-1,-1,-1,-1,-1,5,-1,5,0,1,-1,-1.0,0,-1,0.1,0.1,-1.0,0,0
2216,-1,-1,-1,-1,-1,2,-1,2,0,1,2535,-1.0,0,1,0.08,0.076923077,1.0,7,0
2217,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2218,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2219,3,-1,3,7,4,10,4,1,1,2,4250,0.1875,0,2,0.087719298,0.091743119,1.5,21,0
2220,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2221,-1,-1,-1,-1,-1,9,-1,2,0,1,790,0.14285714285714285,0,1,0.091743119,0.08,1.25,1,0
2222,4,-1,-1,11,-1,11,-1,5,4,2,150,0.15555555555555556,0,0,0.093457944,0.09009009,1.6666666666666667,10,0
2223,0,-1,0,3,-1,6,3,5,0,2,350,-1.0,0,1,0.096153846,0.1,1.0,16,0
2224,-1,-1,-1,-1,-1,9,-1,2,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2225,-1,-1,-1,-1,3,7,-1,1,0,2,2170,-1.0,0,0,0.1,0.1,1.0,18,0
2226,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2227,0,-1,-1,10,-1,8,0,1,0,1,2670,0.15,0,4,0.09433962300000001,0.090909091,1.0,5,0
2228,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2229,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2230,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2231,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2232,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2233,-1,-1,-1,-1,-1,10,-1,3,0,0,-1,-1.0,0,1,0.1,0.1,-1.0,-1,0
2234,-1,-1,-1,10,-1,7,-1,2,11,2,1210,-1.0,0,1,0.1,0.1,1.8214285714285716,1,0
2235,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2236,-1,-1,0,-1,3,7,0,3,0,3,350,0.13793103448275862,0,3,0.093457944,0.09433962300000001,1.4545454545454546,27,0
2237,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2238,-1,-1,0,-1,-1,4,3,2,2,1,1813,0.0,0,1,0.081967213,0.072992701,1.2222222222222223,19,0
2239,-1,-1,-1,-1,-1,11,-1,3,3,1,1580,0.2,0,0,0.045871559633027525,0.1,1.0,26,0
2240,-1,-1,-1,2,-1,2,-1,1,0,2,120,0.0,3590,2,0.099009901,0.096153846,1.0,2,0
2241,0,-1,0,11,-1,6,4,2,0,1,-1,0.15207373271889402,0,52,0.061349693251533735,0.048543689,-1.0,1,0
2242,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2243,-1,-1,-1,4,-1,8,-1,3,0,2,1,0.12987012987012986,0,2,0.066666667,0.066666667,1.0,2,0
2244,-1,-1,-1,-1,-1,10,-1,3,1,2,1,-1.0,0,0,0.1,0.1,1.0,4,0
2245,-1,-1,-1,5,-1,12,-1,1,0,1,1500,0.2,0,1,0.08064516099999999,0.1,1.0,7,0
2246,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2247,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2248,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2249,-1,-1,-1,-1,2,3,-1,5,2,1,1229,0.0,0,-1,0.085470085,0.08,1.0,10,0
2250,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2251,-1,-1,-1,-1,-1,6,-1,3,2,2,88,0.0,0,3,0.057803468,0.049019608,2.1111111111111107,23,0
2252,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2253,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2254,-1,-1,0,-1,-1,9,4,2,0,1,1780,-1.0,0,2,0.099009901,0.097087379,1.0,7,0
2255,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2256,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2257,-1,-1,-1,6,-1,5,-1,1,-1,-1,-1,0.0,-1,3,0.098039216,0.1,-1.0,-1,0
2258,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2259,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2260,3,-1,3,7,-1,2,-1,2,2,2,1500,0.15584415584415584,0,1,0.089285714,0.08620689699999999,1.5,1,0
2261,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2262,3,-1,-1,1,-1,7,4,1,2,2,200,0.18181818181818185,0,69,0.1111111111111111,0.1,1.5454545454545454,2,0
2263,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2264,-1,-1,-1,-1,-1,10,-1,3,0,3,2251,-1.0,0,0,0.1,0.1,1.0,6,0
2265,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2266,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2267,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2268,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2269,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2270,0,-1,-1,11,-1,11,-1,2,4,1,1430,0.12258064516129033,0,7,0.06741573,0.081300813,1.5652173913043481,7,0
2271,-1,-1,-1,6,-1,6,-1,3,1,2,31400,0.0,0,2,0.06832298099999999,0.064102564,1.0,0,0
2272,-1,-1,-1,-1,-1,7,4,2,7,2,99,0.155,490,0,0.060240963855421686,0.051546392,1.9230769230769231,32,0
2273,-1,-1,4,4,-1,5,0,2,0,2,1400,0.0,0,7,0.043859649,0.099009901,1.0,25,0
2274,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2275,-1,5,-1,6,-1,5,3,2,0,2,100,-1.0,0,2,0.053763440860215055,0.082644628,1.7142857142857142,25,0
2276,0,-1,-1,-1,-1,1,4,1,3,2,99,0.0,0,5,0.09009009,0.08620689699999999,1.1,35,0
2277,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2278,-1,-1,-1,1,-1,1,3,1,1,2,1223,0.0,0,9,0.067484663,0.090909091,1.619047619047619,16,0
2279,0,-1,-1,-1,-1,8,2,2,2,3,990,0.14545454545454545,10390,1,0.090909091,0.08403361300000001,1.5,4,0
2280,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2281,4,-1,3,12,-1,10,0,3,5,4,780,0.19770114942528733,0,0,0.015151515151515154,0.099009901,1.6111111111111112,4,0
2282,3,-1,-1,11,-1,12,3,2,3,1,1500,-1.0,0,0,0.093457944,0.092592593,1.0909090909090908,18,0
2283,-1,-1,0,12,-1,5,4,1,2,2,1240,0.15384615384615385,7800,1,0.09433962300000001,0.091743119,1.3333333333333333,27,0
2284,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2285,-1,-1,-1,-1,3,8,-1,0,8,1,500,0.12962962962962962,0,8,0.039711191,0.025252525,2.0,68,0
2286,-1,-1,-1,-1,3,10,-1,2,0,2,1,0.14583333333333334,0,0,0.082644628,0.071942446,1.8,14,0
2287,3,-1,3,-1,-1,11,4,2,3,4,399,0.14473684210526316,0,2,0.039525692,0.035211267605633804,1.263157894736842,37,0
2288,-1,-1,-1,1,-1,4,4,3,0,1,-1,0.13333333333333333,0,7,0.06832298099999999,0.042372880999999994,-1.0,1,0
2289,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2290,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2291,-1,-1,-1,-1,-1,10,-1,3,1,1,1899,0.16,0,1,0.096153846,0.095238095,1.0,7,0
2292,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2293,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2294,0,-1,-1,-1,3,4,3,2,2,1,1769,0.16216216216216214,0,0,0.09009009,0.08620689699999999,1.0,16,0
2295,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2296,-1,-1,-1,12,-1,1,-1,3,3,2,900,0.0,0,0,0.065789474,0.1,1.1111111111111112,4,0
2297,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2298,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2299,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2300,-1,-1,-1,5,-1,11,3,1,0,1,-1,0.125,0,5,0.08,0.070422535,-1.0,7,0
2301,-1,-1,-1,8,-1,4,-1,3,5,1,198,0.0,0,2,0.09482758599999999,0.086956522,2.0,1,0
2302,-1,-1,-1,-1,-1,5,-1,1,11,1,100,0.0,0,0,0.08,0.06993007,3.5,23,0
2303,4,-1,3,-1,-1,5,-1,1,375,1,100,0.17894736842105266,0,1482,0.016224188790560472,0.021978021978021976,77.52173913043478,0,0
2304,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2305,3,-1,3,-1,-1,1,-1,2,0,2,300,0.0,0,-1,0.095238095,0.091743119,2.5,1,0
2306,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0
2307,4,-1,4,8,3,9,4,2,8,2,800,-1.0,0,4,0.10377358490566037,0.09433962300000001,1.3529411764705883,7,0
